Series Code,Country Name,2015 [YR2015],Continent,HDI
EN.ATM.CO2E.PC,Ethiopia,0.136045864,Africa,0.453
EN.ATM.CO2E.PC,Faroe Islands,12.66824832,Europe,
EN.ATM.CO2E.PC,Fiji,2.482303682,Oceania,0.718
EN.ATM.CO2E.PC,Finland,7.775642295,Europe,0.919
EN.ATM.CO2E.PC,France,..,Europe,0.888
EN.ATM.CO2E.PC,French Polynesia,2.806062448,Oceania,
EN.ATM.CO2E.PC,Gabon,2.701741965,Africa,0.692
EN.ATM.CO2E.PC,Georgia,2.630200823,Europe,0.771
EN.ATM.CO2E.PC,Germany,8.900419299,Europe,0.933
EN.ATM.CO2E.PC,Ghana,0.594373807,Africa,0.585
EN.ATM.CO2E.PC,Gibraltar,17.17411667,Europe,
EN.ATM.CO2E.PC,Greece,6.01244039,Europe,0.868
EN.ATM.CO2E.PC,Greenland,9.083526393,North America,
EN.ATM.CO2E.PC,Grenada,2.375541748,North America,0.756
EN.ATM.CO2E.PC,Guam,..,Oceania,
EN.ATM.CO2E.PC,Guatemala,1.017131099,North America,0.647
EN.ATM.CO2E.PC,Guinea,0.236402921,Africa,0.449
EN.ATM.CO2E.PC,Guinea-Bissau,0.160425788,Africa,0.453
EN.ATM.CO2E.PC,Guyana,2.628050433,South America,0.663
EN.ATM.CO2E.PC,Haiti,0.2742825,North America,0.492
EN.ATM.CO2E.PC,Honduras,1.099345588,North America,0.613
EN.ATM.CO2E.PC,Hungary,4.512673438,Europe,0.835
EN.ATM.CO2E.PC,Iceland,6.007931926,Europe,0.927
EN.ATM.CO2E.PC,India,1.784333765,Asia,0.627
EN.ATM.CO2E.PC,Indonesia,1.984452414,Asia,0.696
EN.ATM.CO2E.PC,Iraq,4.702368286,Asia,0.665
EN.ATM.CO2E.PC,Ireland,7.636663628,Europe,0.926
EN.ATM.CO2E.PC,Isle of Man,..,Europe,
EN.ATM.CO2E.PC,Israel,7.900584122,Asia,0.901
EN.ATM.CO2E.PC,Italy,..,Europe,0.875
EN.ATM.CO2E.PC,Jamaica,2.619266688,North America,0.722
EN.ATM.CO2E.PC,Japan,9.153641422,Asia,0.906
EN.ATM.CO2E.PC,Jordan,2.827443257,Asia,0.721
EN.ATM.CO2E.PC,Kazakhstan,13.80005416,Europe,0.806
EN.ATM.CO2E.PC,Kenya,0.35545402,Africa,0.562
EN.ATM.CO2E.PC,Kiribati,0.561967006,Oceania,0.619
EN.ATM.CO2E.PC,Kuwait,24.24244895,Asia,0.807
EN.ATM.CO2E.PC,Kyrgyz Republic,1.75381205,Asia,
EN.ATM.CO2E.PC,Latvia,3.543636572,Europe,0.842
EN.ATM.CO2E.PC,Lebanon,3.745767203,Asia,0.728
EN.ATM.CO2E.PC,Lesotho,1.139803819,Africa,0.499
EN.ATM.CO2E.PC,Liberia,0.277142723,Africa,0.463
EN.ATM.CO2E.PC,Liechtenstein,1.370109421,Europe,0.912
EN.ATM.CO2E.PC,Lithuania,4.504048662,Europe,0.855
EN.ATM.CO2E.PC,Luxembourg,16.24258432,Europe,0.899
EN.ATM.CO2E.PC,Madagascar,0.150407888,Africa,0.514
EN.ATM.CO2E.PC,Malawi,0.068761849,Africa,0.475
EN.ATM.CO2E.PC,Malaysia,7.757390697,Asia,0.797
EN.ATM.CO2E.PC,Maldives,2.861600519,Asia,0.709
EN.ATM.CO2E.PC,Mali,0.18168062,Africa,0.412
EN.ATM.CO2E.PC,Malta,3.641844904,Europe,0.877
EN.ATM.CO2E.PC,Marshall Islands,2.489823987,Oceania,..
EN.ATM.CO2E.PC,Mauritania,0.715038995,Africa,0.521
EN.ATM.CO2E.PC,Mauritius,3.337055532,Africa,0.786
EN.ATM.CO2E.PC,Mexico,3.963191128,North America,0.759
EN.ATM.CO2E.PC,Moldova,1.743892638,Europe,
EN.ATM.CO2E.PC,Monaco,..,Europe,
EN.ATM.CO2E.PC,Mongolia,7.765857501,Asia,0.736
EN.ATM.CO2E.PC,Montenegro,3.601228946,Europe,0.807
EN.ATM.CO2E.PC,Morocco,1.767614953,Africa,0.66
EN.ATM.CO2E.PC,Mozambique,0.239883238,Africa,0.428
EN.ATM.CO2E.PC,Myanmar,0.423286251,Asia,0.565
EN.ATM.CO2E.PC,Namibia,1.72348227,Africa,0.637
EN.ATM.CO2E.PC,Nauru,3.821322645,Oceania,
EN.ATM.CO2E.PC,Nepal,0.231435418,Asia,0.568
EN.ATM.CO2E.PC,Netherlands,10.18257362,Europe,0.927
EN.ATM.CO2E.PC,New Caledonia,17.44651982,Oceania,
EN.ATM.CO2E.PC,New Zealand,7.591408926,Oceania,0.914
EN.ATM.CO2E.PC,Nicaragua,0.85675918,North America,0.644
EN.ATM.CO2E.PC,Niger,0.10138412,Africa,0.36
EN.ATM.CO2E.PC,Nigeria,0.640003154,Africa,0.527
EN.ATM.CO2E.PC,Northern Mariana Islands,..,Oceania,
EN.ATM.CO2E.PC,Norway,9.09928715,Europe,0.948
EN.ATM.CO2E.PC,Oman,15.32246187,Asia,0.827
EN.ATM.CO2E.PC,Pakistan,0.945421162,Asia,0.55
EN.ATM.CO2E.PC,Palau,12.6627229,Oceania,0.803
EN.ATM.CO2E.PC,Panama,2.804430253,North America,0.782
EN.ATM.CO2E.PC,Papua New Guinea,0.922655106,Oceania,0.539
EN.ATM.CO2E.PC,Paraguay,0.942414767,South America,0.718
EN.ATM.CO2E.PC,Peru,1.727431902,South America,0.75
EN.ATM.CO2E.PC,Philippines,1.146965321,Asia,0.702
EN.ATM.CO2E.PC,Poland,7.520039008,Europe,0.858
EN.ATM.CO2E.PC,Portugal,4.755594668,Europe,0.843
EN.ATM.CO2E.PC,Puerto Rico,..,North America,
EN.ATM.CO2E.PC,Qatar,41.64216221,Asia,0.851
EN.ATM.CO2E.PC,Romania,3.61914154,Europe,0.806
EN.ATM.CO2E.PC,Russian Federation,11.78522038,Europe,0.813
EN.ATM.CO2E.PC,Rwanda,0.084505937,Africa,0.515
EN.ATM.CO2E.PC,Samoa,1.212776403,Oceania,0.699
EN.ATM.CO2E.PC,San Marino,..,Europe,
EN.ATM.CO2E.PC,Sao Tome and Principe,0.570003811,Africa,0.59
EN.ATM.CO2E.PC,Saudi Arabia,20.40225162,Asia,0.857
EN.ATM.CO2E.PC,Senegal,0.729704491,Africa,0.504
EN.ATM.CO2E.PC,Serbia,6.189892639,Europe,0.785
EN.ATM.CO2E.PC,Seychelles,5.259936416,Africa,0.801
EN.ATM.CO2E.PC,Sierra Leone,0.148788315,Africa,0.422
EN.ATM.CO2E.PC,Singapore,11.10236022,Asia,0.929
EN.ATM.CO2E.PC,Slovenia,6.072183553,Europe,0.886
EN.ATM.CO2E.PC,Solomon Islands,0.31616367,Oceania,0.555
EN.ATM.CO2E.PC,Somalia,0.04571391,Africa,
EN.ATM.CO2E.PC,South Africa,8.376655342,Africa,0.699
EN.ATM.CO2E.PC,South Sudan,0.181371037,Africa,0.428
EN.ATM.CO2E.PC,Spain,5.393418949,Europe,0.885
EN.ATM.CO2E.PC,Sri Lanka,0.959155699,Asia,0.772
EN.ATM.CO2E.PC,Sudan,..,Africa,0.501
EN.ATM.CO2E.PC,Suriname,3.082377853,South America,0.73
EN.ATM.CO2E.PC,Sweden,3.896324042,Europe,0.932
EN.ATM.CO2E.PC,Switzerland,4.30703579,Europe,0.943
EN.ATM.CO2E.PC,Syrian Arab Republic,1.627771232,Asia,0.54
EN.ATM.CO2E.PC,Tajikistan,0.592079302,Asia,0.642
EN.ATM.CO2E.PC,Tanzania,0.251220815,Africa,
EN.ATM.CO2E.PC,Thailand,4.138352218,Asia,0.746
EN.ATM.CO2E.PC,Timor-Leste,0.419943292,Asia,0.628
EN.ATM.CO2E.PC,Togo,0.360032243,Africa,0.502
EN.ATM.CO2E.PC,Tonga,1.200732281,Oceania,0.714
EN.ATM.CO2E.PC,Trinidad and Tobago,33.75508491,North America,0.796
EN.ATM.CO2E.PC,Tunisia,2.705982827,Africa,0.731
EN.ATM.CO2E.PC,Turkey,4.461231155,Europe,0.8
EN.ATM.CO2E.PC,Turkmenistan,12.69909189,Asia,0.701
EN.ATM.CO2E.PC,Turks and Caicos Islands,5.707234374,North America,
EN.ATM.CO2E.PC,Tuvalu,0.991170376,Oceania,
EN.ATM.CO2E.PC,Uganda,0.139771241,Africa,0.515
EN.ATM.CO2E.PC,Ukraine,4.34697596,Europe,0.742
EN.ATM.CO2E.PC,United Arab Emirates,21.02639249,Asia,0.86
EN.ATM.CO2E.PC,Uruguay,1.963537904,South America,0.802
EN.ATM.CO2E.PC,Uzbekistan,3.288582762,Asia,0.696
EN.ATM.CO2E.PC,Vanuatu,0.486895585,Oceania,0.592
EN.ATM.CO2E.PC,Vietnam,2.032107552,Asia,
EN.ATM.CO2E.PC,Zambia,0.285427858,Africa,0.57
EN.ATM.CO2E.PC,Zimbabwe,0.891623872,Africa,0.544
SH.XPD.GHED.GD.ZS,Afghanistan,0.522672804,Asia,0.49
SH.XPD.GHED.GD.ZS,Albania,4.431013018,Europe,0.788
SH.XPD.GHED.GD.ZS,Algeria,4.916987196,Africa,0.751
SH.XPD.GHED.GD.ZS,American Samoa,..,Oceania,
SH.XPD.GHED.GD.ZS,Andorra,4.954714701,Europe,0.85
SH.XPD.GHED.GD.ZS,Angola,1.234240737,Africa,0.565
SH.XPD.GHED.GD.ZS,Antigua and Barbuda,2.607030608,North America,0.77
SH.XPD.GHED.GD.ZS,Argentina,6.824374199,South America,0.828
SH.XPD.GHED.GD.ZS,Armenia,1.610209234,Europe,0.748
SH.XPD.GHED.GD.ZS,Aruba,..,North America,
SH.XPD.GHED.GD.ZS,Australia,6.353408843,Oceania,0.933
SH.XPD.GHED.GD.ZS,Austria,7.512087375,Europe,0.906
SH.XPD.GHED.GD.ZS,Azerbaijan,1.302618254,Europe,0.749
SH.XPD.GHED.GD.ZS,Bahrain,3.228061274,Asia,0.834
SH.XPD.GHED.GD.ZS,Bangladesh,0.434264261,Asia,0.588
SH.XPD.GHED.GD.ZS,Barbados,3.193218261,North America,0.812
SH.XPD.GHED.GD.ZS,Belarus,3.686742112,Europe,0.811
SH.XPD.GHED.GD.ZS,Belgium,7.974552363,Europe,0.913
SH.XPD.GHED.GD.ZS,Belize,4.09517698,North America,0.715
SH.XPD.GHED.GD.ZS,Benin,0.803807844,Africa,0.51
SH.XPD.GHED.GD.ZS,Bermuda,..,North America,
SH.XPD.GHED.GD.ZS,Bhutan,2.716181986,Asia,0.606
SH.XPD.GHED.GD.ZS,Bolivia,4.350081086,South America,
SH.XPD.GHED.GD.ZS,Bosnia and Herzegovina,6.618624181,Europe,0.755
SH.XPD.GHED.GD.ZS,Botswana,3.880019113,Africa,0.714
SH.XPD.GHED.GD.ZS,Brazil,3.806364909,South America,0.755
SH.XPD.GHED.GD.ZS,British Virgin Islands,..,North America,
SH.XPD.GHED.GD.ZS,Brunei Darussalam,2.268365398,Asia,0.843
SH.XPD.GHED.GD.ZS,Bulgaria,4.171523452,Europe,0.807
SH.XPD.GHED.GD.ZS,Burkina Faso,1.652933657,Africa,0.413
SH.XPD.GHED.GD.ZS,Burundi,2.499624714,Africa,0.427
SH.XPD.GHED.GD.ZS,Cambodia,1.34465145,Asia,0.566
SH.XPD.GHED.GD.ZS,Cameroon,0.679561775,Africa,0.548
SH.XPD.GHED.GD.ZS,Canada,7.841788232,North America,0.917
SH.XPD.GHED.GD.ZS,Cayman Islands,..,North America,
SH.XPD.GHED.GD.ZS,Central African Republic,0.521681225,Africa,0.362
SH.XPD.GHED.GD.ZS,Chad,0.961984322,Africa,0.403
SH.XPD.GHED.GD.ZS,Chile,3.98668088,South America,0.839
SH.XPD.GHED.GD.ZS,China,2.942082845,Asia,0.742
SH.XPD.GHED.GD.ZS,Colombia,5.105668679,South America,0.753
SH.XPD.GHED.GD.ZS,Comoros,1.049898472,Africa,0.535
SH.XPD.GHED.GD.ZS,Costa Rica,5.687703565,North America,0.786
SH.XPD.GHED.GD.ZS,Cote d'Ivoire,1.083173417,Africa,
SH.XPD.GHED.GD.ZS,Croatia,5.640484765,Europe,0.83
SH.XPD.GHED.GD.ZS,Cuba,11.57496348,North America,0.768
SH.XPD.GHED.GD.ZS,Cyprus,2.86542885,Europe,0.864
SH.XPD.GHED.GD.ZS,Czech Republic,5.955933407,Europe,
SH.XPD.GHED.GD.ZS,Denmark,8.609555662,Europe,0.926
SH.XPD.GHED.GD.ZS,Djibouti,2.397514693,Africa,0.482
SH.XPD.GHED.GD.ZS,Dominica,3.573778272,North America,0.729
SH.XPD.GHED.GD.ZS,Dominican Republic,2.4489576,North America,0.733
SH.XPD.GHED.GD.ZS,Ecuador,4.241139814,South America,0.758
SH.XPD.GHED.GD.ZS,El Salvador,4.906299338,North America,0.66
SH.XPD.GHED.GD.ZS,Equatorial Guinea,0.554393698,Africa,0.593
SH.XPD.GHED.GD.ZS,Eritrea,0.357863819,Africa,0.433
SH.XPD.GHED.GD.ZS,Estonia,4.811638594,Europe,0.871
SH.XPD.GHED.GD.ZS,Ethiopia,0.965407584,Africa,0.453
SH.XPD.GHED.GD.ZS,Faroe Islands,..,Europe,
SH.XPD.GHED.GD.ZS,Fiji,2.252596244,Oceania,0.718
SH.XPD.GHED.GD.ZS,Finland,7.530388236,Europe,0.919
SH.XPD.GHED.GD.ZS,France,8.787080646,Europe,0.888
SH.XPD.GHED.GD.ZS,French Polynesia,..,Oceania,
SH.XPD.GHED.GD.ZS,Gabon,1.565493085,Africa,0.692
SH.XPD.GHED.GD.ZS,Georgia,2.82151401,Europe,0.771
SH.XPD.GHED.GD.ZS,Germany,8.529745787,Europe,0.933
SH.XPD.GHED.GD.ZS,Ghana,1.621400379,Africa,0.585
SH.XPD.GHED.GD.ZS,Gibraltar,..,Europe,
SH.XPD.GHED.GD.ZS,Greece,4.641812295,Europe,0.868
SH.XPD.GHED.GD.ZS,Greenland,..,North America,
SH.XPD.GHED.GD.ZS,Grenada,1.948279887,North America,0.756
SH.XPD.GHED.GD.ZS,Guam,..,Oceania,
SH.XPD.GHED.GD.ZS,Guatemala,2.215192653,North America,0.647
SH.XPD.GHED.GD.ZS,Guinea,0.429312047,Africa,0.449
SH.XPD.GHED.GD.ZS,Guinea-Bissau,0.657314062,Africa,0.453
SH.XPD.GHED.GD.ZS,Guyana,2.254996635,South America,0.663
SH.XPD.GHED.GD.ZS,Haiti,0.953605864,North America,0.492
SH.XPD.GHED.GD.ZS,Honduras,2.973686159,North America,0.613
SH.XPD.GHED.GD.ZS,Hungary,4.725294933,Europe,0.835
SH.XPD.GHED.GD.ZS,Iceland,6.588947773,Europe,0.927
SH.XPD.GHED.GD.ZS,India,0.921931863,Asia,0.627
SH.XPD.GHED.GD.ZS,Indonesia,1.213009376,Asia,0.696
SH.XPD.GHED.GD.ZS,Iraq,0.730382046,Asia,0.665
SH.XPD.GHED.GD.ZS,Ireland,5.283389986,Europe,0.926
SH.XPD.GHED.GD.ZS,Isle of Man,..,Europe,
SH.XPD.GHED.GD.ZS,Israel,4.498664662,Asia,0.901
SH.XPD.GHED.GD.ZS,Italy,6.704375148,Europe,0.875
SH.XPD.GHED.GD.ZS,Jamaica,3.580339626,North America,0.722
SH.XPD.GHED.GD.ZS,Japan,9.152859449,Asia,0.906
SH.XPD.GHED.GD.ZS,Jordan,4.06537801,Asia,0.721
SH.XPD.GHED.GD.ZS,Kazakhstan,1.926495694,Europe,0.806
SH.XPD.GHED.GD.ZS,Kenya,2.107612044,Africa,0.562
SH.XPD.GHED.GD.ZS,Kiribati,6.807017326,Oceania,0.619
SH.XPD.GHED.GD.ZS,Kuwait,3.376555443,Asia,0.807
SH.XPD.GHED.GD.ZS,Kyrgyz Republic,2.711628005,Asia,
SH.XPD.GHED.GD.ZS,Latvia,3.351109847,Europe,0.842
SH.XPD.GHED.GD.ZS,Lebanon,3.817507252,Asia,0.728
SH.XPD.GHED.GD.ZS,Lesotho,5.437123776,Africa,0.499
SH.XPD.GHED.GD.ZS,Liberia,1.178293582,Africa,0.463
SH.XPD.GHED.GD.ZS,Liechtenstein,..,Europe,0.912
SH.XPD.GHED.GD.ZS,Lithuania,4.279275611,Europe,0.855
SH.XPD.GHED.GD.ZS,Luxembourg,4.645314068,Europe,0.899
SH.XPD.GHED.GD.ZS,Madagascar,2.322478592,Africa,0.514
SH.XPD.GHED.GD.ZS,Malawi,2.673993073,Africa,0.475
SH.XPD.GHED.GD.ZS,Malaysia,2.067884989,Asia,0.797
SH.XPD.GHED.GD.ZS,Maldives,6.26598075,Asia,0.709
SH.XPD.GHED.GD.ZS,Mali,0.919273775,Africa,0.412
SH.XPD.GHED.GD.ZS,Malta,5.602385849,Europe,0.877
SH.XPD.GHED.GD.ZS,Marshall Islands,6.585399807,Oceania,..
SH.XPD.GHED.GD.ZS,Mauritania,1.815727167,Africa,0.521
SH.XPD.GHED.GD.ZS,Mauritius,2.375490591,Africa,0.786
SH.XPD.GHED.GD.ZS,Mexico,3.077319264,North America,0.759
SH.XPD.GHED.GD.ZS,Moldova,3.897042945,Europe,
SH.XPD.GHED.GD.ZS,Monaco,1.640662365,Europe,
SH.XPD.GHED.GD.ZS,Mongolia,2.3892859,Asia,0.736
SH.XPD.GHED.GD.ZS,Montenegro,..,Europe,0.807
SH.XPD.GHED.GD.ZS,Morocco,2.10449677,Africa,0.66
SH.XPD.GHED.GD.ZS,Mozambique,1.643276215,Africa,0.428
SH.XPD.GHED.GD.ZS,Myanmar,1.142970752,Asia,0.565
SH.XPD.GHED.GD.ZS,Namibia,4.098612815,Africa,0.637
SH.XPD.GHED.GD.ZS,Nauru,7.216438651,Oceania,
SH.XPD.GHED.GD.ZS,Nepal,1.034555957,Asia,0.568
SH.XPD.GHED.GD.ZS,Netherlands,6.717748195,Europe,0.927
SH.XPD.GHED.GD.ZS,New Caledonia,..,Oceania,
SH.XPD.GHED.GD.ZS,New Zealand,6.96766451,Oceania,0.914
SH.XPD.GHED.GD.ZS,Nicaragua,4.448358715,North America,0.644
SH.XPD.GHED.GD.ZS,Niger,1.483856142,Africa,0.36
SH.XPD.GHED.GD.ZS,Nigeria,0.589078432,Africa,0.527
SH.XPD.GHED.GD.ZS,Northern Mariana Islands,..,Oceania,
SH.XPD.GHED.GD.ZS,Norway,8.644578606,Europe,0.948
SH.XPD.GHED.GD.ZS,Oman,3.848817945,Asia,0.827
SH.XPD.GHED.GD.ZS,Pakistan,0.740020536,Asia,0.55
SH.XPD.GHED.GD.ZS,Palau,3.750532866,Oceania,0.803
SH.XPD.GHED.GD.ZS,Panama,4.251064733,North America,0.782
SH.XPD.GHED.GD.ZS,Papua New Guinea,1.450244896,Oceania,0.539
SH.XPD.GHED.GD.ZS,Paraguay,3.160713613,South America,0.718
SH.XPD.GHED.GD.ZS,Peru,3.112110123,South America,0.75
SH.XPD.GHED.GD.ZS,Philippines,1.360683516,Asia,0.702
SH.XPD.GHED.GD.ZS,Poland,4.435826838,Europe,0.858
SH.XPD.GHED.GD.ZS,Portugal,5.931303278,Europe,0.843
SH.XPD.GHED.GD.ZS,Puerto Rico,..,North America,
SH.XPD.GHED.GD.ZS,Qatar,2.659644,Asia,0.851
SH.XPD.GHED.GD.ZS,Romania,3.852437437,Europe,0.806
SH.XPD.GHED.GD.ZS,Russian Federation,3.109246306,Europe,0.813
SH.XPD.GHED.GD.ZS,Rwanda,2.168907225,Africa,0.515
SH.XPD.GHED.GD.ZS,Samoa,4.489281774,Oceania,0.699
SH.XPD.GHED.GD.ZS,San Marino,5.865813047,Europe,
SH.XPD.GHED.GD.ZS,Sao Tome and Principe,1.703443565,Africa,0.59
SH.XPD.GHED.GD.ZS,Saudi Arabia,4.107299447,Asia,0.857
SH.XPD.GHED.GD.ZS,Senegal,1.078207046,Africa,0.504
SH.XPD.GHED.GD.ZS,Serbia,5.087390542,Europe,0.785
SH.XPD.GHED.GD.ZS,Seychelles,3.245310858,Africa,0.801
SH.XPD.GHED.GD.ZS,Sierra Leone,1.640690677,Africa,0.422
SH.XPD.GHED.GD.ZS,Singapore,1.979370788,Asia,0.929
SH.XPD.GHED.GD.ZS,Slovenia,6.062202528,Europe,0.886
SH.XPD.GHED.GD.ZS,Solomon Islands,3.501477093,Oceania,0.555
SH.XPD.GHED.GD.ZS,Somalia,..,Africa,
SH.XPD.GHED.GD.ZS,South Africa,4.391946644,Africa,0.699
SH.XPD.GHED.GD.ZS,South Sudan,..,Africa,0.428
SH.XPD.GHED.GD.ZS,Spain,6.487631053,Europe,0.885
SH.XPD.GHED.GD.ZS,Sri Lanka,1.709942892,Asia,0.772
SH.XPD.GHED.GD.ZS,Sudan,2.236813307,Africa,0.501
SH.XPD.GHED.GD.ZS,Suriname,3.3882346,South America,0.73
SH.XPD.GHED.GD.ZS,Sweden,9.170202166,Europe,0.932
SH.XPD.GHED.GD.ZS,Switzerland,3.616922349,Europe,0.943
SH.XPD.GHED.GD.ZS,Syrian Arab Republic,..,Asia,0.54
SH.XPD.GHED.GD.ZS,Tajikistan,2.044956759,Asia,0.642
SH.XPD.GHED.GD.ZS,Tanzania,1.25723863,Africa,
SH.XPD.GHED.GD.ZS,Thailand,2.748705633,Asia,0.746
SH.XPD.GHED.GD.ZS,Timor-Leste,2.262886614,Asia,0.628
SH.XPD.GHED.GD.ZS,Togo,1.27388062,Africa,0.502
SH.XPD.GHED.GD.ZS,Tonga,2.695308998,Oceania,0.714
SH.XPD.GHED.GD.ZS,Trinidad and Tobago,3.108925186,North America,0.796
SH.XPD.GHED.GD.ZS,Tunisia,3.995014727,Africa,0.731
SH.XPD.GHED.GD.ZS,Turkey,3.233578429,Europe,0.8
SH.XPD.GHED.GD.ZS,Turkmenistan,1.508213021,Asia,0.701
SH.XPD.GHED.GD.ZS,Turks and Caicos Islands,..,North America,
SH.XPD.GHED.GD.ZS,Tuvalu,13.17021251,Oceania,
SH.XPD.GHED.GD.ZS,Uganda,1.018855907,Africa,0.515
SH.XPD.GHED.GD.ZS,Ukraine,2.856159769,Europe,0.742
SH.XPD.GHED.GD.ZS,United Arab Emirates,2.553348802,Asia,0.86
SH.XPD.GHED.GD.ZS,Uruguay,6.161976978,South America,0.802
SH.XPD.GHED.GD.ZS,Uzbekistan,3.037396446,Asia,0.696
SH.XPD.GHED.GD.ZS,Vanuatu,2.019430324,Oceania,0.592
SH.XPD.GHED.GD.ZS,Vietnam,2.363326773,Asia,
SH.XPD.GHED.GD.ZS,Zambia,2.09054146,Africa,0.57
SH.XPD.GHED.GD.ZS,Zimbabwe,3.405412659,Africa,0.544
